NUM. ORDEM,NOME,DATA NASCIMENTO,IDADE,FAIXA,GÊNERO,ESTADO CIVIL,CIDADE,Bairro,Profissão,FILHOS,CPF,NPS,Tipo Cliente,pofem29633@1heizi.com
376,ABEDNEGO Alves,7/15/1978,43,31 a 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Funcionários,Gestão Desportiva e de Lazer,1,,0,,pofem29633@1heizi.com
379,ABDIEL Mendes,8/1/1974,47,31 a 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Distrito Industrial,Medicina,3,,2,,pofem29633@1heizi.com
380,42182 Moura,7/3/1972,49,31 a 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Mangabeira,Musicoterapia,1,,7,,pofem29633@1heizi.com
385,ACINDINO Pinto,2/21/1968,54,maior que 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,João Paulo II,Oftálmica,1,,9,,pofem29633@1heizi.com
386,677 Ribeiro,7/30/1978,43,31 a 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Cidade dos Colibris,Optometria,3,,9,,pofem29633@1heizi.com
387,ACELINO Alves,1/8/1969,53,maior que 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Cidade Verde,Psicologia,0,,0,,pofem29633@1heizi.com
388,ACIRIO Campos,4/7/1987,34,31 a 50 anos,MASCULINO,VIÚVO,JOÃO_PESSOA,Jardim São Paulo,Estética e Cosmética,1,,1,,pofem29633@1heizi.com
393,ACILDA Fernandes,9/29/1999,22,18 a 30 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Ernâni Sátiro,Gestão Desportiva e de Lazer,3,,5,,pofem29633@1heizi.com
394,ADELICIA Costa,7/29/1999,22,18 a 30 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Bairros das Indústrias,Gestão em Saúde,3,,3,,pofem29633@1heizi.com
395,ACIARA Souza,1/28/1999,22,18 a 30 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Água Fria,Gestão Hospitalar,2,,9,,pofem29633@1heizi.com
396,ACIRENE Cavalcanti,8/28/1998,23,18 a 30 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Gramame,Medicina,1,,1,,pofem29633@1heizi.com
398,ACELIA Ribeiro,2/22/1998,23,18 a 30 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Jardim Cidade Universitária,Naturologia,2,,6,,pofem29633@1heizi.com
401,ADELIR Silva,7/3/1996,25,18 a 30 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Água Fria,Odontologia,0,,4,,pofem29633@1heizi.com
404,ADEJAIR Barros,9/30/1995,26,18 a 30 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Jardim Cidade Universitária,Psicologia,1,,7,,pofem29633@1heizi.com
405,ACINETE Dias,9/3/1995,26,18 a 30 anos,FEMININO,CASADO,JOÃO_PESSOA,Água Fria,Gestão Comercial,0,,8,,pofem29633@1heizi.com
407,ACILEA Gomes,3/16/1995,26,18 a 30 anos,FEMININO,CASADO,JOÃO_PESSOA,Funcionários,Gestão de Segurança Privada,1,,9,,pofem29633@1heizi.com
409,ADELICE Souza,8/8/1993,28,18 a 30 anos,FEMININO,CASADO,JOÃO_PESSOA,Anatólia,Gestão de Turismo,2,,2,,pofem29633@1heizi.com
413,ABEGAIL Mendes,10/22/1991,30,18 a 30 anos,FEMININO,CASADO,JOÃO_PESSOA,Grotão,Logística,1,,3,,pofem29633@1heizi.com
414,ACELINA Alves,7/27/1991,30,18 a 30 anos,FEMININO,CASADO,JOÃO_PESSOA,Jardim São Paulo,Marketing,0,,3,,pofem29633@1heizi.com
416,ACIREMA Moura,4/5/1991,30,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Funcionários,Pilotagem profissional de aeronaves,1,,7,,pofem29633@1heizi.com
418,ACIDALHA Costa,8/24/1990,31,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Anatólia,Segurança Pública,2,,7,,pofem29633@1heizi.com
423,ACIOLE Nascimento,4/12/1988,33,31 a 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Costa e Silva,Vendedor (a),0,,6,,pofem29633@1heizi.com
424,ACIRLENE Cardoso,3/14/1988,33,31 a 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,João Paulo II,Vendedor (a),0,,5,,pofem29633@1heizi.com
426,411 Barros,7/16/1986,35,31 a 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Cuiá,Vendedor (a),0,,7,,pofem29633@1heizi.com
435,ACINEIDE Moura,10/8/1983,38,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,José Américo,Personal Treiner,3,,10,,pofem29633@1heizi.com
438,ADENAIDE Souza,7/3/1983,38,31 a 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Jardim Cidade Universitária,Vendedor (a),0,,6,,pofem29633@1heizi.com
441,ACIONEIDE Freitas,3/19/1981,40,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Distrito Industrial,Balconista,3,,3,,pofem29633@1heizi.com
446,AKISA Ribeiro,7/16/1979,42,31 a 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,José Américo,Vendedor (a),0,,9,,pofem29633@1heizi.com
447,ADELINA Santos,3/21/1978,43,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Bancários,Vendedor (a),1,,9,,pofem29633@1heizi.com
454,ABADIA Rodrigues,9/12/1976,45,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Colinas do Sul,Gestão de Seguros,2,,2,,pofem29633@1heizi.com
455,ABDA Fernandes,8/7/1976,45,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Anatólia,Gestão de Turismo,3,,6,,pofem29633@1heizi.com
460,ACILENE Rocha,5/19/1975,46,31 a 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Grotão,Marketing,3,,1,,pofem29633@1heizi.com
471,AKIRES Dias,10/12/1971,50,31 a 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Grotão,Vendedor (a),0,,2,,pofem29633@1heizi.com
473,ADELAR Cavalcanti,10/21/1970,51,31 a 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Jardim Cidade Universitária,Vendedor (a),0,,9,,pofem29633@1heizi.com
474,ACINTIA Castro,4/1/1970,51,maior que 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Anatólia,aposentado,0,,1,,pofem29633@1heizi.com
476,ACIDALIA Santos,6/1/1969,52,maior que 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Bairros das Indústrias,aposentado,0,,4,,pofem29633@1heizi.com
477,ACIRIA Castro,9/24/1968,53,maior que 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Jardim Cidade Universitária,aposentado,0,,8,,pofem29633@1heizi.com
480,ABELARDA Campos,10/17/1967,54,maior que 50 anos,FEMININO,CASADO,JOÃO_PESSOA,José Américo,Enfermeiro,2,,6,,pofem29633@1heizi.com
481,ACILANE Araújo,10/12/1967,54,maior que 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Distrito Industrial,Personal Treiner,0,,8,,pofem29633@1heizi.com
487,114 Barbosa,8/13/1965,56,maior que 50 anos,FEMININO,CASADO,JOÃO_PESSOA,Ernâni Sátiro,Balconista,3,,4,,pofem29633@1heizi.com
491,ADELITA Almeida,5/22/1963,58,maior que 50 anos,FEMININO,DIVORCIADO,JOÃO_PESSOA,Costa e Silva,Dentista,1,,5,,pofem29633@1heizi.com
492,835 Costa,12/22/1962,59,maior que 50 anos,FEMININO,SOLTEIRO,JOÃO_PESSOA,Jardim São Paulo,aposentado,0,,9,,pofem29633@1heizi.com
496,ACIENE Lima,3/19/1960,62,maior que 50 anos,FEMININO,DIVORCIADO,JOÃO_PESSOA,Cuiá,Promotor de Vendas,3,,7,,pofem29633@1heizi.com
498,ACILEIA Martins,9/11/1959,62,maior que 50 anos,FEMININO,DIVORCIADO,JOÃO_PESSOA,Gramame,Empresário,0,,1,,pofem29633@1heizi.com
62,JOSE GABRIEL RAMOS LIRA,6/13/1996,25,18 a 30 anos,MASCULINO,SOLTEIRO,NATAL,Candelária,Estudante,0,99062,6,,pofem29633@1heizi.com
72,MATHEUS COSTA,7/21/1992,29,18 a 30 anos,MASCULINO,CASADO,NATAL,Capim Macio,Agricultor,0,99072,1,,pofem29633@1heizi.com
92,ELIANA JARDIM,6/19/1960,61,maior que 50 anos,FEMININO,SOLTEIRO,NATAL,Cidade Alta,Atendente,0,99092,8,,pofem29633@1heizi.com
131,4205 Barros,4/6/2000,21,18 a 30 anos,MASCULINO,CASADO,NATAL,Capim Macio,Enfermeiro,0,,8,,pofem29633@1heizi.com
134,AKEMI Gomes,4/24/1948,74,maior que 50 anos,MASCULINO,CASADO,NATAL,Praia do Meio,aposentado,2,,7,,pofem29633@1heizi.com
146,ACCACIO Cavalcanti,6/28/1996,25,18 a 30 anos,MASCULINO,SOLTEIRO,NATAL,Felipe Camarão,Estudante,0,,1,,pofem29633@1heizi.com
154,ACILON Araújo,7/27/1994,27,18 a 30 anos,MASCULINO,CASADO,NATAL,Planalto,Personal Treiner,1,,4,,pofem29633@1heizi.com
173,ACELSO Fernandes,1/16/1988,33,31 a 50 anos,MASCULINO,CASADO,NATAL,Ponta Negra,comerciante,0,,5,,pofem29633@1heizi.com
179,ACIEL Silva,9/8/1985,36,31 a 50 anos,MASCULINO,CASADO,NATAL,Lagoa Seca,Ciências Aeronáuticas,3,,2,,pofem29633@1heizi.com
181,ACAZ Moura,8/23/1985,36,31 a 50 anos,MASCULINO,CASADO,NATAL,Dix-Sept Rosado,Ciências Contábeis,2,,5,,pofem29633@1heizi.com
203,ACENIL Oliveira,4/15/1978,43,31 a 50 anos,MASCULINO,CASADO,NATAL,Salinas,Agronegócios e Agropecuária,0,,5,,pofem29633@1heizi.com
216,ACASIO Alves,10/18/1971,50,31 a 50 anos,MASCULINO,CASADO,NATAL,Barro Vermelho,Gestão Financeira,2,,9,,pofem29633@1heizi.com
229,ACAUA Barbosa,11/12/1966,55,maior que 50 anos,MASCULINO,SOLTEIRO,NATAL,Cidade da Esperança,aposentado,0,,6,,pofem29633@1heizi.com
280,ACASSIANO Mendes,10/14/1961,60,maior que 50 anos,MASCULINO,DIVORCIADO,NATAL,Candelária,Hotelaria,2,,1,,pofem29633@1heizi.com
292,ACELMO Lima,10/23/1985,36,31 a 50 anos,MASCULINO,SOLTEIRO,NATAL,Pitimbu,Vendedor (a),0,,4,,pofem29633@1heizi.com
294,ACARI Cardoso,2/25/1976,45,31 a 50 anos,MASCULINO,SOLTEIRO,NATAL,Alecrim,Vendedor (a),0,,2,,pofem29633@1heizi.com
302,ACAUAN Pinto,10/2/1994,27,18 a 30 anos,MASCULINO,SOLTEIRO,NATAL,Cidade Nova,médico,1,,3,,pofem29633@1heizi.com
311,ACENDINO Costa,8/1/1987,34,31 a 50 anos,MASCULINO,SOLTEIRO,NATAL,Ribeira,Balconista,1,,4,,pofem29633@1heizi.com
320,ACIR Cardoso,10/5/1982,39,31 a 50 anos,MASCULINO,SOLTEIRO,NATAL,Lagoa Nova,Promotor de Vendas,3,,2,,pofem29633@1heizi.com
323,ACEDIR Campos,4/22/1981,40,31 a 50 anos,MASCULINO,SOLTEIRO,NATAL,Lagoa Azul,Vendedor (a),0,,6,,pofem29633@1heizi.com
332,ACARI Ribeiro,8/30/1971,50,31 a 50 anos,MASCULINO,SOLTEIRO,NATAL,Areia Preta,Ciências Contábeis,1,,9,,pofem29633@1heizi.com
361,ACEBIAS Dias,12/19/1997,23,18 a 30 anos,MASCULINO,VIÚVO,NATAL,Guarapes,Gestão Hospitalar,3,,7,,pofem29633@1heizi.com
362,ACEMAR Carvalho,4/1/1995,26,18 a 30 anos,MASCULINO,VIÚVO,NATAL,Potengi,Medicina,0,,3,,pofem29633@1heizi.com
366,ACELIO Almeida,8/21/1990,31,31 a 50 anos,MASCULINO,VIÚVO,NATAL,Pajuçara,Obstetrícia,3,,1,,pofem29633@1heizi.com
384,ACELINO Rodrigues,1/14/1966,56,maior que 50 anos,MASCULINO,VIÚVO,NATAL,Nova Descoberta,Odontologia,3,,7,,pofem29633@1heizi.com
390,ACATIA Freitas,5/10/2000,21,18 a 30 anos,FEMININO,SOLTEIRO,NATAL,Cidade Alta,Fisioterapia,3,,8,,pofem29633@1heizi.com
408,ACENDINA Souza,2/7/1995,26,18 a 30 anos,FEMININO,CASADO,NATAL,Redinha,Gestão de Seguros,3,,1,,pofem29633@1heizi.com
421,677 Costa,1/13/1989,32,31 a 50 anos,FEMININO,CASADO,NATAL,Neópolis,Vendedor (a),3,,4,,pofem29633@1heizi.com
425,ACENILDA Pereira,10/6/1986,35,31 a 50 anos,FEMININO,SOLTEIRO,NATAL,Santos Reis,Vendedor (a),0,,1,,pofem29633@1heizi.com
429,ACELINA Oliveira,8/12/1985,36,31 a 50 anos,FEMININO,SOLTEIRO,NATAL,Nossa Senhora da Apresentação,Vendedor (a),0,,9,,pofem29633@1heizi.com
431,AKILA Souza,6/27/1984,37,31 a 50 anos,FEMININO,SOLTEIRO,NATAL,Mãe Luíza,Vendedor (a),0,,3,,pofem29633@1heizi.com
434,ACIOLI Nascimento,10/12/1983,38,31 a 50 anos,FEMININO,CASADO,NATAL,Petrópolis,Enfermeiro,0,,4,,pofem29633@1heizi.com
453,ACELIA Santos,10/29/1976,45,31 a 50 anos,FEMININO,CASADO,NATAL,Nordeste,Gestão de Segurança Privada,1,,5,,pofem29633@1heizi.com
456,AKELINE Pereira,6/2/1976,45,31 a 50 anos,FEMININO,CASADO,NATAL,Nossa Senhora de Nazaré,Gestão Financeira,1,,8,,pofem29633@1heizi.com
469,ACASSIA Monteiro,10/8/1972,49,31 a 50 anos,FEMININO,SOLTEIRO,NATAL,Bom Pastor,Vendedor (a),0,,6,,pofem29633@1heizi.com
479,289 Santos,10/24/1967,54,maior que 50 anos,FEMININO,SOLTEIRO,NATAL,Rocas,aposentado,0,,4,,pofem29633@1heizi.com
482,ACENATE Silva,8/27/1967,54,maior que 50 anos,FEMININO,CASADO,NATAL,Quintas,Vendedor (a),0,,1,,pofem29633@1heizi.com
488,ACEDINA Castro,7/16/1965,56,maior que 50 anos,FEMININO,SOLTEIRO,NATAL,Igapó,aposentado,0,,7,,pofem29633@1heizi.com
497,ACENILDE Rodrigues,11/19/1959,62,maior que 50 anos,FEMININO,SOLTEIRO,NATAL,Tirol,aposentado,0,,3,,pofem29633@1heizi.com
23,Kivia Brito,2/7/1969,53,maior que 50 anos,FEMININO,CASADO,PATOS,São Sebastião,Vendedor (a),0,99023,9,,pofem29633@1heizi.com
30,Samuel Macena,6/4/1979,42,31 a 50 anos,MASCULINO,SEPARADO,PATOS,Santo Antônio,Promotor de Vendas,2,99030,7,,pofem29633@1heizi.com
34,Walter Cavalcante,3/13/1953,69,maior que 50 anos,MASCULINO,CASADO,PATOS,Liberdade,Atendente de Telemarketing,1,99034,3,,pofem29633@1heizi.com
37,Alline Araújo,12/28/1959,62,maior que 50 anos,FEMININO,CASADO,PATOS,Belo Horizonte,comerciante,1,99037,2,,pofem29633@1heizi.com
105,JOSE CARLOS MOTA,11/9/1995,25,18 a 30 anos,MASCULINO,SOLTEIRO,PATOS,Maternidade,Enfermeiro,0,99105,9,,pofem29633@1heizi.com
118,MAYNNARA MENDONÇA,4/21/1960,62,maior que 50 anos,FEMININO,CASADO,PATOS,Belo Horizonte,aposentado,3,99118,10,,pofem29633@1heizi.com
129,ABIGAIL Castro,11/24/2000,20,18 a 30 anos,FEMININO,CASADO,PATOS,Novo Horizonte,Balconista,1,,3,,pofem29633@1heizi.com
135,ADELINO Freitas,4/17/1999,22,18 a 30 anos,MASCULINO,CASADO,PATOS,Jardim Magnólia,Recepcionista,1,,3,,pofem29633@1heizi.com
141,ABIEZER Pinto,5/10/1997,24,18 a 30 anos,MASCULINO,SOLTEIRO,PATOS,Bivar Olinto,Estudante,0,,9,,pofem29633@1heizi.com
143,ABIDIEL Monteiro,1/28/1997,24,18 a 30 anos,MASCULINO,SOLTEIRO,PATOS,Liberdade,Estudante,0,,1,,pofem29633@1heizi.com
157,7798 Moura,4/3/1994,27,18 a 30 anos,MASCULINO,SOLTEIRO,PATOS,Ana Leite,Estudante,0,,5,,pofem29633@1heizi.com
171,ABIDON Mendes,8/15/1988,33,31 a 50 anos,MASCULINO,SOLTEIRO,PATOS,Belo Horizonte,Vendedor (a),0,,9,,pofem29633@1heizi.com
186,ABIDIAS Alves,11/17/1983,38,31 a 50 anos,MASCULINO,CASADO,PATOS,Santo Antônio,Gestão Comercial,3,,8,,pofem29633@1heizi.com
206,ADLER Alves,7/7/1977,44,31 a 50 anos,MASCULINO,CASADO,PATOS,Sete Casas,Ciências Contábeis,2,,9,,pofem29633@1heizi.com
210,ABIDORAL Freitas,5/27/1974,47,31 a 50 anos,MASCULINO,CASADO,PATOS,Jatobá,Gastronomia,1,,7,,pofem29633@1heizi.com
212,ABEL Barbosa,5/10/1973,48,31 a 50 anos,MASCULINO,CASADO,PATOS,Bela Vista,Gestão de Recursos Humanos,0,,8,,pofem29633@1heizi.com
218,ABIDERMAN Ribeiro,3/14/1971,50,31 a 50 anos,MASCULINO,CASADO,PATOS,São Sebastião,Hotelaria,2,,6,,pofem29633@1heizi.com
284,25665 Barbosa,9/13/1998,23,18 a 30 anos,MASCULINO,SEPARADO,PATOS,Morada de Sol,Pilotagem profissional de aeronaves,2,,1,,pofem29633@1heizi.com
300,ABIDON Barros,7/11/1998,23,18 a 30 anos,MASCULINO,SOLTEIRO,PATOS,Maternidade,Estudante,0,,9,,pofem29633@1heizi.com
326,ADILHO Pinto,5/24/1977,44,31 a 50 anos,MASCULINO,SOLTEIRO,PATOS,Distrito Industrial,Vendedor (a),0,,10,,pofem29633@1heizi.com
360,ABADIL GAUDINO,4/19/1962,59,maior que 50 anos,MASCULINO,SOLTEIRO,PATOS,São Sebastião,Gestão em Saúde,1,,8,,pofem29633@1heizi.com
391,ADELAR Campos,12/29/1999,21,18 a 30 anos,FEMININO,SOLTEIRO,PATOS,Nova Conquista,Fonoaudiologia,0,,3,,pofem29633@1heizi.com
397,ADELAINE Barros,3/4/1998,23,18 a 30 anos,FEMININO,SOLTEIRO,PATOS,Alto de Tubiba,Musicoterapia,2,,3,,pofem29633@1heizi.com
410,427 Cavalcanti,7/22/1993,28,18 a 30 anos,FEMININO,CASADO,PATOS,Centro,Gestão Financeira,3,,4,,pofem29633@1heizi.com
445,ADELANE Cardoso,12/20/1979,42,31 a 50 anos,FEMININO,CASADO,PATOS,Noé Trajano,Dentista,2,,1,,pofem29633@1heizi.com
449,10483 Moura,10/6/1977,44,31 a 50 anos,FEMININO,SOLTEIRO,PATOS,Morro,Vendedor (a),0,,9,,pofem29633@1heizi.com
462,2832 Ribeiro,1/12/1975,47,31 a 50 anos,FEMININO,CASADO,PATOS,Salgadinho,Pilotagem profissional de aeronaves,3,,8,,pofem29633@1heizi.com
463,ADELIA Mendes,1/10/1975,47,31 a 50 anos,FEMININO,CASADO,PATOS,Santa Cecília,Processos Gerenciais,0,,7,,pofem29633@1heizi.com
464,3996 Monteiro,4/22/1974,47,31 a 50 anos,FEMININO,CASADO,PATOS,Brasília,Segurança Pública,3,,0,,pofem29633@1heizi.com
466,ADACIA CUNHA,10/17/1973,48,31 a 50 anos,FEMININO,CASADO,PATOS,Liberdade,Empresário,3,,6,,pofem29633@1heizi.com
468,798 GADELHA,7/30/1973,48,31 a 50 anos,FEMININO,SOLTEIRO,PATOS,Santo Antônio,Vendedor (a),0,,7,,pofem29633@1heizi.com
484,ABIGAIU Dias,4/11/1967,54,maior que 50 anos,FEMININO,SOLTEIRO,PATOS,Monte Castelo,aposentado,0,,7,,pofem29633@1heizi.com
5,Guilherme Santos,7/16/1999,22,18 a 30 anos,MASCULINO,SOLTEIRO,RECIFE,Alto José Bonifácio,Estudante,0,99005,3,,pofem29633@1heizi.com
45,Givanilza dos Santos,10/21/1972,49,31 a 50 anos,FEMININO,CASADO,RECIFE,Alto José do Pinho,Cabelereiro(a),2,99045,0,,pofem29633@1heizi.com
61,JOSÉ CLEVERSON SILVA,3/20/1989,32,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Alto Santa Terezinha,Vendedor (a),0,99061,5,,pofem29633@1heizi.com
76,RODRIGO DE ALMEIDA,9/16/1999,22,18 a 30 anos,MASCULINO,SOLTEIRO,RECIFE,Apipucos,Estudante,0,99076,7,,pofem29633@1heizi.com
99,JESSYCA ISLANE ARAÚJO,3/15/1994,27,18 a 30 anos,FEMININO,CASADO,RECIFE,Areias,professor,3,99099,4,,pofem29633@1heizi.com
117,MARIA RAFAELLADIAS,8/22/1973,48,31 a 50 anos,FEMININO,SEPARADO,RECIFE,Arruda,Vendedor (a),2,99117,9,,pofem29633@1heizi.com
128,YURE DANTAS DÁVILA,4/21/1960,62,maior que 50 anos,MASCULINO,CASADO,RECIFE,Boa Viagem,aposentado,2,99128,6,,pofem29633@1heizi.com
136,ADENIL Rodrigues,1/29/1999,22,18 a 30 anos,MASCULINO,SOLTEIRO,RECIFE,Aflitos,Estudante,0,,6,,pofem29633@1heizi.com
138,ROBERTO GADELHA,11/24/1998,22,18 a 30 anos,MASCULINO,CASADO,RECIFE,Boa Viagem,professor,0,,3,,pofem29633@1heizi.com
140,lUAN Lima,10/20/1997,23,18 a 30 anos,MASCULINO,CASADO,RECIFE,Alto do Mandu,Vendedor (a),1,,6,,pofem29633@1heizi.com
162,ABENONE Costa,8/8/1992,29,18 a 30 anos,MASCULINO,CASADO,RECIFE,Brasília Teimosa,Empresário,3,,3,,pofem29633@1heizi.com
168,ABENER Almeida,1/18/1990,31,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Afogados,Vendedor (a),0,,6,,pofem29633@1heizi.com
172,ADENEVALDO Nascimento,1/22/1988,33,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Água Fria,Vendedor (a),0,,2,,pofem29633@1heizi.com
182,ADENIL Carvalho,3/16/1985,36,31 a 50 anos,MASCULINO,CASADO,RECIFE,Alto Santa Terezinha,Ciências Econômicas,2,,6,,pofem29633@1heizi.com
185,ADERLINDO Araújo,3/24/1984,37,31 a 50 anos,MASCULINO,CASADO,RECIFE,Casa Amarela,Gastronomia,0,,5,,pofem29633@1heizi.com
191,ADERALDO Oliveira,11/6/1981,40,31 a 50 anos,MASCULINO,CASADO,RECIFE,Brejo de Beberibe,Gestão Financeira,0,,7,,pofem29633@1heizi.com
192,ADERCIO Pereira,6/3/1981,40,31 a 50 anos,MASCULINO,CASADO,RECIFE,Cabanga,Gestão Pública,1,,6,,pofem29633@1heizi.com
259,ACIVALDO Mendes,2/26/1990,31,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Afogados,Vendedor (a),0,,1,,pofem29633@1heizi.com
260,ACKSON Barros,4/4/1999,22,18 a 30 anos,MASCULINO,CASADO,RECIFE,Água Fria,comerciante,0,,6,,pofem29633@1heizi.com
261,ACLEDISON Castro,4/15/1981,40,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Arruda,Vendedor (a),0,,5,,pofem29633@1heizi.com
262,ACLEDSON Campos,12/2/1991,29,18 a 30 anos,MASCULINO,SOLTEIRO,RECIFE,Barro,Estudante,0,,5,,pofem29633@1heizi.com
263,ACIOLI Cardoso,7/29/1964,57,maior que 50 anos,MASCULINO,CASADO,RECIFE,Beberibe,Administração,3,,3,,pofem29633@1heizi.com
264,ACLAILTON Costa,3/23/1982,39,31 a 50 anos,MASCULINO,CASADO,RECIFE,Bomba do Hemetério,Administração Pública,1,,4,,pofem29633@1heizi.com
265,AKILES Oliveira,10/2/1969,52,maior que 50 anos,MASCULINO,CASADO,RECIFE,Brasília Teimosa,Agronegócios e Agropecuária,2,,3,,pofem29633@1heizi.com
266,ACLESIO Rodrigues,4/25/1999,22,18 a 30 anos,MASCULINO,CASADO,RECIFE,Brejo de Beberibe,Ciências Aeronáuticas,2,,2,,pofem29633@1heizi.com
267,ACLIDES Almeida,7/10/1983,38,31 a 50 anos,MASCULINO,CASADO,RECIFE,Cabanga,Ciências Atuariais,2,,1,,pofem29633@1heizi.com
268,ACLIMAR Nascimento,12/9/1981,40,31 a 50 anos,MASCULINO,CASADO,RECIFE,Caçote,Ciências Contábeis,2,,6,,pofem29633@1heizi.com
269,ACLINIO Lima,3/20/1987,34,31 a 50 anos,MASCULINO,CASADO,RECIFE,Cajueiro,Ciências Econômicas,2,,4,,pofem29633@1heizi.com
270,ACRESIO Carvalho,6/10/1993,28,18 a 30 anos,MASCULINO,CASADO,RECIFE,Casa Amarela,Comércio Exterior,2,,9,,pofem29633@1heizi.com
271,ACRINALDO Souza,4/3/1959,63,maior que 50 anos,MASCULINO,CASADO,RECIFE,Cidade Universitária,Defesa e Gestão Estratégica Internacional,3,,6,,pofem29633@1heizi.com
277,ADENILTON MENDES JÚNIOR,5/29/1985,36,31 a 50 anos,MASCULINO,DIVORCIADO,RECIFE,Barro,Gestão de Turismo,3,,6,,pofem29633@1heizi.com
283,ADENIAS Araújo,5/23/2000,21,18 a 30 anos,MASCULINO,SEPARADO,RECIFE,Alto José Bonifácio,Negócios Imobiliários,2,,8,,pofem29633@1heizi.com
289,ADETINO Gomes,4/15/1991,30,31 a 50 anos,MASCULINO,SEPARADO,RECIFE,Cidade Universitária,Administração Pública,3,,1,,pofem29633@1heizi.com
296,AKILIS Araújo,11/25/2000,20,18 a 30 anos,MASCULINO,SOLTEIRO,RECIFE,Campina do Barreto,Estudante,0,,5,,pofem29633@1heizi.com
307,ADENICIO Fernandes,11/1/1990,31,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Alto José do Pinho,Vendedor (a),0,,7,,pofem29633@1heizi.com
316,ABERLARDO Lima,8/27/1983,38,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Campo Grande,Vendedor (a),0,,9,,pofem29633@1heizi.com
317,ADENILSON DORES SANTOS,3/8/1983,38,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Arruda,Vendedor (a),0,,1,,pofem29633@1heizi.com
322,ADENILDO FIALHO,8/20/1981,40,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Areias,Vendedor (a),0,,6,,pofem29633@1heizi.com
324,ADENOR Santos,5/23/1978,43,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Brejo da Guabiraba,comerciante,0,,6,,pofem29633@1heizi.com
329,ADERLAN Almeida,11/27/1973,48,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Cajueiro,Agronegócios e Agropecuária,1,,2,,pofem29633@1heizi.com
351,ACIVAL Monteiro,1/23/1965,57,maior que 50 anos,MASCULINO,SOLTEIRO,RECIFE,Aflitos,Turismo,3,,7,,pofem29633@1heizi.com
352,ACLECIANO Cavalcanti,5/19/1990,31,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Apipucos,Administração,3,,7,,pofem29633@1heizi.com
353,ACLECIO Dias,11/4/1975,46,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Areias,Administração Pública,1,,3,,pofem29633@1heizi.com
354,ACLEITON Santos,9/11/1991,30,18 a 30 anos,MASCULINO,SOLTEIRO,RECIFE,Bongi,Estética e Cosmética,3,,8,,pofem29633@1heizi.com
355,ACLISIO Fernandes,3/9/1989,32,31 a 50 anos,MASCULINO,SOLTEIRO,RECIFE,Campo Grande,Farmácia,0,,4,,pofem29633@1heizi.com
356,ACRICIO Silva,12/7/1994,26,18 a 30 anos,MASCULINO,SOLTEIRO,RECIFE,Caxangá,Fisioterapia,3,,8,,pofem29633@1heizi.com
